,Sample_ID,Average_Alignment_start,Average_Alignment_end,Median_Alignment_start,Median_Alignment_end,Min_Alignment_start,Max_Alignment_end,Coverage_based_HV_region_start,Coverage_based_HV_region_end,Predicted_HV_region_start,Predicted_HV_region_end,Coverage_HV_region_start,Coverage_HV_region_end,Warnings,Cov_V1,Cov_V2,Cov_V3,Cov_V4,Cov_V5,Cov_V6,Cov_V7,Cov_V8,Cov_V9,Threshold,Correct_Assignment_start,Correct_Assignment_end,Platform_2
1,ERR10042760,8,537,7,534,0,1540,V1,V3,V1,V4,0.93,0.17,V4 below threshold of 0.5,0.93,1,1,0.17,0,0,0,0,0,0.5,FALSE,TRUE,Illumina
2,ERR10042761,8,535,7,534,0,1540,V1,V3,V1,V4,0.93,0.17,V4 below threshold of 0.5,0.93,1,1,0.17,0,0,0,0,0,0.5,FALSE,TRUE,Illumina
3,ERR10042762,7,537,7,534,0,1540,V1,V3,V1,V4,0.93,0.17,V4 below threshold of 0.5,0.93,1,1,0.17,0,0,0,0,0,0.5,FALSE,TRUE,Illumina
4,ERR10042763,7,531,7,534,0,1540,V1,V3,V1,V4,0.93,0.17,V4 below threshold of 0.5,0.93,1,1,0.17,0,0,0,0,0,0.5,FALSE,TRUE,Illumina
5,ERR10042764,9,532,7,534,0,1540,V1,V3,V1,V4,0.93,0.17,V4 below threshold of 0.5,0.93,1,1,0.17,0,0,0,0,0,0.5,FALSE,TRUE,Illumina
6,ERR10042765,9,540,7,534,0,1540,V1,V3,V1,V4,0.93,0.17,V4 below threshold of 0.5,0.93,1,1,0.17,0,0,0,0,0,0.5,FALSE,TRUE,Illumina
7,ERR10042766,8,533,7,534,0,1540,V1,V3,V1,V4,0.93,0.17,V4 below threshold of 0.5,0.93,1,1,0.17,0,0,0,0,0,0.5,FALSE,TRUE,Illumina
8,ERR10042767,7,533,7,534,0,1540,V1,V3,V1,V4,0.93,0.17,V4 below threshold of 0.5,0.93,1,1,0.17,0,0,0,0,0,0.5,FALSE,TRUE,Illumina
9,ERR10042768,7,535,7,534,0,1540,V1,V3,V1,V4,0.93,0.17,V4 below threshold of 0.5,0.93,1,1,0.17,0,0,0,0,0,0.5,FALSE,TRUE,Illumina
10,ERR10042769,7,535,7,534,0,1540,V1,V3,V1,V4,0.93,0.17,V4 below threshold of 0.5,0.93,1,1,0.17,0,0,0,0,0,0.5,FALSE,TRUE,Illumina
11,ERR10042770,340,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.5,FALSE,TRUE,Illumina
12,ERR10042771,340,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.5,FALSE,TRUE,Illumina
13,ERR10042772,339,802,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.5,FALSE,TRUE,Illumina
14,ERR10042773,341,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.5,FALSE,TRUE,Illumina
15,ERR10042774,341,805,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.5,FALSE,TRUE,Illumina
16,ERR10042775,342,805,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.5,FALSE,TRUE,Illumina
17,ERR10042776,341,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.5,FALSE,TRUE,Illumina
18,ERR10042777,344,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.5,FALSE,TRUE,Illumina
19,ERR10042778,341,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.5,FALSE,TRUE,Illumina
20,ERR10042779,342,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.5,FALSE,TRUE,Illumina
21,ERR10042780,512,806,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.5,TRUE,TRUE,Illumina
22,ERR10042781,510,806,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.5,TRUE,TRUE,Illumina
23,ERR10042782,511,804,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.5,TRUE,TRUE,Illumina
24,ERR10042783,512,806,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.5,TRUE,TRUE,Illumina
25,ERR10042784,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.5,TRUE,TRUE,Illumina
26,ERR10042785,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.5,TRUE,TRUE,Illumina
27,ERR10042786,511,807,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.5,TRUE,TRUE,Illumina
28,ERR10042787,512,808,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.5,TRUE,TRUE,Illumina
29,ERR10042788,512,806,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.5,TRUE,TRUE,Illumina
30,ERR10042789,513,808,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.5,TRUE,TRUE,Illumina
31,ERR10042790,510,923,513,924,0,1540,V4,V5,V4,V6,0.9,0.22,V6 below threshold of 0.5,0,0,0,0.9,1,0.22,0,0,0,0.5,TRUE,FALSE,Illumina
32,ERR10042791,509,926,513,924,0,1540,V4,V5,V4,V6,0.9,0.22,V6 below threshold of 0.5,0,0,0,0.9,1,0.22,0,0,0,0.5,TRUE,FALSE,Illumina
33,ERR10042792,502,927,513,924,0,1540,V4,V5,V4,V6,0.9,0.22,V6 below threshold of 0.5,0,0,0,0.9,1,0.22,0,0,0,0.5,TRUE,FALSE,Illumina
34,ERR10042793,509,926,513,924,0,1540,V4,V5,V4,V6,0.9,0.22,V6 below threshold of 0.5,0,0,0,0.9,1,0.22,0,0,0,0.5,TRUE,FALSE,Illumina
35,ERR10042794,505,928,513,924,0,1540,V4,V5,V4,V6,0.9,0.22,V6 below threshold of 0.5,0,0,0,0.9,1,0.22,0,0,0,0.5,TRUE,FALSE,Illumina
36,ERR10042795,510,925,513,924,0,1540,V4,V5,V4,V6,0.9,0.22,V6 below threshold of 0.5,0,0,0,0.9,1,0.22,0,0,0,0.5,TRUE,FALSE,Illumina
37,ERR10042796,504,933,513,924,0,1540,V4,V5,V4,V6,0.9,0.22,V6 below threshold of 0.5,0,0,0,0.9,1,0.22,0,0,0,0.5,TRUE,FALSE,Illumina
38,ERR10042797,507,926,513,924,0,1540,V4,V5,V4,V6,0.9,0.22,V6 below threshold of 0.5,0,0,0,0.9,1,0.22,0,0,0,0.5,TRUE,FALSE,Illumina
39,ERR10042798,509,925,513,924,0,1540,V4,V5,V4,V6,0.9,0.22,V6 below threshold of 0.5,0,0,0,0.9,1,0.22,0,0,0,0.5,TRUE,FALSE,Illumina
40,ERR10042799,508,930,513,924,0,1540,V4,V5,V4,V6,0.9,0.22,V6 below threshold of 0.5,0,0,0,0.9,1,0.22,0,0,0,0.5,TRUE,FALSE,Illumina
41,ERR10042800,898,1402,905,1404,0,1540,V6,V8,V6,V9,0.89,0.14,V9 below threshold of 0.5,0,0,0,0,0,0.89,1,1,0.14,0.5,FALSE,FALSE,Illumina
42,ERR10042801,901,1401,905,1404,0,1540,V6,V8,V6,V9,0.89,0.14,V9 below threshold of 0.5,0,0,0,0,0,0.89,1,1,0.14,0.5,FALSE,FALSE,Illumina
43,ERR10042802,891,1390,905,1404,0,1540,V6,V8,V6,V9,0.89,0.14,V9 below threshold of 0.5,0,0,0,0,0,0.89,1,1,0.14,0.5,FALSE,FALSE,Illumina
44,ERR10042803,897,1393,905,1404,0,1540,V6,V8,V6,V9,0.89,0.14,V9 below threshold of 0.5,0,0,0,0,0,0.89,1,1,0.14,0.5,FALSE,FALSE,Illumina
45,ERR10042804,896,1393,905,1404,0,1540,V6,V8,V6,V9,0.89,0.14,V9 below threshold of 0.5,0,0,0,0,0,0.89,1,1,0.14,0.5,FALSE,FALSE,Illumina
46,ERR10042805,897,1394,905,1404,0,1540,V6,V8,V6,V9,0.89,0.14,V9 below threshold of 0.5,0,0,0,0,0,0.89,1,1,0.14,0.5,FALSE,FALSE,Illumina
47,ERR10042806,897,1396,905,1404,0,1540,V6,V8,V6,V9,0.89,0.14,V9 below threshold of 0.5,0,0,0,0,0,0.89,1,1,0.14,0.5,FALSE,FALSE,Illumina
48,ERR10042807,899,1396,905,1404,0,1540,V6,V8,V6,V9,0.89,0.14,V9 below threshold of 0.5,0,0,0,0,0,0.89,1,1,0.14,0.5,FALSE,FALSE,Illumina
49,ERR10042808,901,1399,905,1404,0,1540,V6,V8,V6,V9,0.89,0.14,V9 below threshold of 0.5,0,0,0,0,0,0.89,1,1,0.14,0.5,FALSE,FALSE,Illumina
50,ERR10042809,898,1399,905,1404,0,1540,V6,V8,V6,V9,0.89,0.14,V9 below threshold of 0.5,0,0,0,0,0,0.89,1,1,0.14,0.5,FALSE,FALSE,Illumina
51,ERR10042760,8,537,7,534,0,1540,V1,V3,V1,V4,0.93,0.17,V4 below threshold of 0.6,0.93,1,1,0.17,0,0,0,0,0,0.6,FALSE,TRUE,Illumina
52,ERR10042761,8,535,7,534,0,1540,V1,V3,V1,V4,0.93,0.17,V4 below threshold of 0.6,0.93,1,1,0.17,0,0,0,0,0,0.6,FALSE,TRUE,Illumina
53,ERR10042762,7,537,7,534,0,1540,V1,V3,V1,V4,0.93,0.17,V4 below threshold of 0.6,0.93,1,1,0.17,0,0,0,0,0,0.6,FALSE,TRUE,Illumina
54,ERR10042763,7,531,7,534,0,1540,V1,V3,V1,V4,0.93,0.17,V4 below threshold of 0.6,0.93,1,1,0.17,0,0,0,0,0,0.6,FALSE,TRUE,Illumina
55,ERR10042764,9,532,7,534,0,1540,V1,V3,V1,V4,0.93,0.17,V4 below threshold of 0.6,0.93,1,1,0.17,0,0,0,0,0,0.6,FALSE,TRUE,Illumina
56,ERR10042765,9,540,7,534,0,1540,V1,V3,V1,V4,0.93,0.17,V4 below threshold of 0.6,0.93,1,1,0.17,0,0,0,0,0,0.6,FALSE,TRUE,Illumina
57,ERR10042766,8,533,7,534,0,1540,V1,V3,V1,V4,0.93,0.17,V4 below threshold of 0.6,0.93,1,1,0.17,0,0,0,0,0,0.6,FALSE,TRUE,Illumina
58,ERR10042767,7,533,7,534,0,1540,V1,V3,V1,V4,0.93,0.17,V4 below threshold of 0.6,0.93,1,1,0.17,0,0,0,0,0,0.6,FALSE,TRUE,Illumina
59,ERR10042768,7,535,7,534,0,1540,V1,V3,V1,V4,0.93,0.17,V4 below threshold of 0.6,0.93,1,1,0.17,0,0,0,0,0,0.6,FALSE,TRUE,Illumina
60,ERR10042769,7,535,7,534,0,1540,V1,V3,V1,V4,0.93,0.17,V4 below threshold of 0.6,0.93,1,1,0.17,0,0,0,0,0,0.6,FALSE,TRUE,Illumina
61,ERR10042770,340,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.6,FALSE,TRUE,Illumina
62,ERR10042771,340,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.6,FALSE,TRUE,Illumina
63,ERR10042772,339,802,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.6,FALSE,TRUE,Illumina
64,ERR10042773,341,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.6,FALSE,TRUE,Illumina
65,ERR10042774,341,805,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.6,FALSE,TRUE,Illumina
66,ERR10042775,342,805,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.6,FALSE,TRUE,Illumina
67,ERR10042776,341,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.6,FALSE,TRUE,Illumina
68,ERR10042777,344,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.6,FALSE,TRUE,Illumina
69,ERR10042778,341,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.6,FALSE,TRUE,Illumina
70,ERR10042779,342,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.6,FALSE,TRUE,Illumina
71,ERR10042780,512,806,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
72,ERR10042781,510,806,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
73,ERR10042782,511,804,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
74,ERR10042783,512,806,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
75,ERR10042784,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
76,ERR10042785,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
77,ERR10042786,511,807,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
78,ERR10042787,512,808,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
79,ERR10042788,512,806,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
80,ERR10042789,513,808,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
81,ERR10042790,510,923,513,924,0,1540,V4,V5,V4,V6,0.9,0.22,V6 below threshold of 0.6,0,0,0,0.9,1,0.22,0,0,0,0.6,TRUE,FALSE,Illumina
82,ERR10042791,509,926,513,924,0,1540,V4,V5,V4,V6,0.9,0.22,V6 below threshold of 0.6,0,0,0,0.9,1,0.22,0,0,0,0.6,TRUE,FALSE,Illumina
83,ERR10042792,502,927,513,924,0,1540,V4,V5,V4,V6,0.9,0.22,V6 below threshold of 0.6,0,0,0,0.9,1,0.22,0,0,0,0.6,TRUE,FALSE,Illumina
84,ERR10042793,509,926,513,924,0,1540,V4,V5,V4,V6,0.9,0.22,V6 below threshold of 0.6,0,0,0,0.9,1,0.22,0,0,0,0.6,TRUE,FALSE,Illumina
85,ERR10042794,505,928,513,924,0,1540,V4,V5,V4,V6,0.9,0.22,V6 below threshold of 0.6,0,0,0,0.9,1,0.22,0,0,0,0.6,TRUE,FALSE,Illumina
86,ERR10042795,510,925,513,924,0,1540,V4,V5,V4,V6,0.9,0.22,V6 below threshold of 0.6,0,0,0,0.9,1,0.22,0,0,0,0.6,TRUE,FALSE,Illumina
87,ERR10042796,504,933,513,924,0,1540,V4,V5,V4,V6,0.9,0.22,V6 below threshold of 0.6,0,0,0,0.9,1,0.22,0,0,0,0.6,TRUE,FALSE,Illumina
88,ERR10042797,507,926,513,924,0,1540,V4,V5,V4,V6,0.9,0.22,V6 below threshold of 0.6,0,0,0,0.9,1,0.22,0,0,0,0.6,TRUE,FALSE,Illumina
89,ERR10042798,509,925,513,924,0,1540,V4,V5,V4,V6,0.9,0.22,V6 below threshold of 0.6,0,0,0,0.9,1,0.22,0,0,0,0.6,TRUE,FALSE,Illumina
90,ERR10042799,508,930,513,924,0,1540,V4,V5,V4,V6,0.9,0.22,V6 below threshold of 0.6,0,0,0,0.9,1,0.22,0,0,0,0.6,TRUE,FALSE,Illumina
91,ERR10042800,898,1402,905,1404,0,1540,V6,V8,V6,V9,0.89,0.14,V9 below threshold of 0.6,0,0,0,0,0,0.89,1,1,0.14,0.6,FALSE,FALSE,Illumina
92,ERR10042801,901,1401,905,1404,0,1540,V6,V8,V6,V9,0.89,0.14,V9 below threshold of 0.6,0,0,0,0,0,0.89,1,1,0.14,0.6,FALSE,FALSE,Illumina
93,ERR10042802,891,1390,905,1404,0,1540,V6,V8,V6,V9,0.89,0.14,V9 below threshold of 0.6,0,0,0,0,0,0.89,1,1,0.14,0.6,FALSE,FALSE,Illumina
94,ERR10042803,897,1393,905,1404,0,1540,V6,V8,V6,V9,0.89,0.14,V9 below threshold of 0.6,0,0,0,0,0,0.89,1,1,0.14,0.6,FALSE,FALSE,Illumina
95,ERR10042804,896,1393,905,1404,0,1540,V6,V8,V6,V9,0.89,0.14,V9 below threshold of 0.6,0,0,0,0,0,0.89,1,1,0.14,0.6,FALSE,FALSE,Illumina
96,ERR10042805,897,1394,905,1404,0,1540,V6,V8,V6,V9,0.89,0.14,V9 below threshold of 0.6,0,0,0,0,0,0.89,1,1,0.14,0.6,FALSE,FALSE,Illumina
97,ERR10042806,897,1396,905,1404,0,1540,V6,V8,V6,V9,0.89,0.14,V9 below threshold of 0.6,0,0,0,0,0,0.89,1,1,0.14,0.6,FALSE,FALSE,Illumina
98,ERR10042807,899,1396,905,1404,0,1540,V6,V8,V6,V9,0.89,0.14,V9 below threshold of 0.6,0,0,0,0,0,0.89,1,1,0.14,0.6,FALSE,FALSE,Illumina
99,ERR10042808,901,1399,905,1404,0,1540,V6,V8,V6,V9,0.89,0.14,V9 below threshold of 0.6,0,0,0,0,0,0.89,1,1,0.14,0.6,FALSE,FALSE,Illumina
100,ERR10042809,898,1399,905,1404,0,1540,V6,V8,V6,V9,0.89,0.14,V9 below threshold of 0.6,0,0,0,0,0,0.89,1,1,0.14,0.6,FALSE,FALSE,Illumina
101,ERR10042760,8,537,7,534,0,1540,V1,V3,V1,V4,0.93,0.17,V4 below threshold of 0.7,0.93,1,1,0.17,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
102,ERR10042761,8,535,7,534,0,1540,V1,V3,V1,V4,0.93,0.17,V4 below threshold of 0.7,0.93,1,1,0.17,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
103,ERR10042762,7,537,7,534,0,1540,V1,V3,V1,V4,0.93,0.17,V4 below threshold of 0.7,0.93,1,1,0.17,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
104,ERR10042763,7,531,7,534,0,1540,V1,V3,V1,V4,0.93,0.17,V4 below threshold of 0.7,0.93,1,1,0.17,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
105,ERR10042764,9,532,7,534,0,1540,V1,V3,V1,V4,0.93,0.17,V4 below threshold of 0.7,0.93,1,1,0.17,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
106,ERR10042765,9,540,7,534,0,1540,V1,V3,V1,V4,0.93,0.17,V4 below threshold of 0.7,0.93,1,1,0.17,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
107,ERR10042766,8,533,7,534,0,1540,V1,V3,V1,V4,0.93,0.17,V4 below threshold of 0.7,0.93,1,1,0.17,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
108,ERR10042767,7,533,7,534,0,1540,V1,V3,V1,V4,0.93,0.17,V4 below threshold of 0.7,0.93,1,1,0.17,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
109,ERR10042768,7,535,7,534,0,1540,V1,V3,V1,V4,0.93,0.17,V4 below threshold of 0.7,0.93,1,1,0.17,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
110,ERR10042769,7,535,7,534,0,1540,V1,V3,V1,V4,0.93,0.17,V4 below threshold of 0.7,0.93,1,1,0.17,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
111,ERR10042770,340,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
112,ERR10042771,340,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
113,ERR10042772,339,802,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
114,ERR10042773,341,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
115,ERR10042774,341,805,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
116,ERR10042775,342,805,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
117,ERR10042776,341,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
118,ERR10042777,344,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
119,ERR10042778,341,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
