,Sample_ID,Average_Alignment_start,Average_Alignment_end,Median_Alignment_start,Median_Alignment_end,Min_Alignment_start,Max_Alignment_end,Coverage_based_HV_region_start,Coverage_based_HV_region_end,Predicted_HV_region_start,Predicted_HV_region_end,Coverage_HV_region_start,Coverage_HV_region_end,Warnings,Cov_V1,Cov_V2,Cov_V3,Cov_V4,Cov_V5,Cov_V6,Cov_V7,Cov_V8,Cov_V9,Threshold,Correct_Assignment_start,Correct_Assignment_end,Platform_2
322,SRR10246713,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.6,0,0,0,0.08,1,1,0.05,0,0,0.6,TRUE,FALSE,Illumina
323,SRR10246714,340,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.6,FALSE,TRUE,Illumina
324,SRR10246715,339,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.6,FALSE,TRUE,Illumina
325,SRR10246716,341,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.6,FALSE,TRUE,Illumina
326,SRR10246717,339,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.6,FALSE,TRUE,Illumina
327,SRR10246718,341,805,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.6,FALSE,TRUE,Illumina
328,SRR10246719,343,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.6,FALSE,TRUE,Illumina
329,SRR10246720,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
330,SRR10246721,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
331,SRR10246722,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
332,SRR10246724,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.6,0,0,0,0.08,1,1,0.05,0,0,0.6,TRUE,FALSE,Illumina
333,SRR10246725,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
334,SRR10246726,513,806,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
335,SRR10246727,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
336,SRR10246728,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
337,SRR10246729,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
338,SRR10246730,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
339,SRR10246731,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
340,SRR10246732,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
341,SRR10246733,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
342,SRR10246734,513,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
343,SRR10246735,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.6,0,0,0,0.08,1,1,0.05,0,0,0.6,TRUE,FALSE,Illumina
344,SRR10246736,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
345,SRR10246737,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
346,SRR10246738,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
347,SRR10246739,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
348,SRR10246740,513,806,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
349,SRR10246741,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
350,SRR10246742,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
351,SRR10246743,513,806,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
352,SRR10246744,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
353,SRR10246745,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
354,SRR10246746,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.6,0,0,0,0.08,1,1,0.05,0,0,0.6,TRUE,FALSE,Illumina
355,SRR10246747,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
356,SRR10246748,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
357,SRR10246749,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
358,SRR10246750,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
359,SRR10246751,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
360,SRR10246752,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
361,SRR10246753,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
362,SRR10246754,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
363,SRR10246755,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
364,SRR10246756,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
365,SRR10246757,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.6,0,0,0,0.08,1,1,0.05,0,0,0.6,TRUE,FALSE,Illumina
366,SRR10246758,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
367,SRR10246759,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
368,SRR10246760,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
369,SRR10246761,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
370,SRR10246762,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
371,SRR10246763,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
372,SRR10246764,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
373,SRR10246765,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
374,SRR10246766,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
375,SRR10246767,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
376,SRR10246768,783,1071,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.6,0,0,0,0.08,1,1,0.05,0,0,0.6,TRUE,FALSE,Illumina
377,SRR10246769,783,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.6,0,0,0,0.08,1,1,0.05,0,0,0.6,TRUE,FALSE,Illumina
378,SRR10246770,783,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.6,0,0,0,0.08,1,1,0.05,0,0,0.6,TRUE,FALSE,Illumina
379,SRR10246579,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.7,TRUE,TRUE,Illumina
380,SRR10246580,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.7,TRUE,TRUE,Illumina
381,SRR10246582,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.7,TRUE,TRUE,Illumina
382,SRR10246583,777,1193,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.7,0,0,0,0.1,1,1,1,0.06,0,0.7,TRUE,FALSE,Illumina
383,SRR10246584,778,1193,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.7,0,0,0,0.1,1,1,1,0.06,0,0.7,TRUE,FALSE,Illumina
384,SRR10246585,777,1191,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.7,0,0,0,0.1,1,1,1,0.06,0,0.7,TRUE,FALSE,Illumina
385,SRR10246586,778,1191,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.7,0,0,0,0.1,1,1,1,0.06,0,0.7,TRUE,FALSE,Illumina
386,SRR10246587,778,1193,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.7,0,0,0,0.1,1,1,1,0.06,0,0.7,TRUE,FALSE,Illumina
387,SRR10246588,778,1192,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.7,0,0,0,0.1,1,1,1,0.06,0,0.7,TRUE,FALSE,Illumina
388,SRR10246589,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
389,SRR10246590,778,1193,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.7,0,0,0,0.1,1,1,1,0.06,0,0.7,TRUE,FALSE,Illumina
390,SRR10246591,778,1193,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.7,0,0,0,0.1,1,1,1,0.06,0,0.7,TRUE,FALSE,Illumina
391,SRR10246592,778,1193,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.7,0,0,0,0.1,1,1,1,0.06,0,0.7,TRUE,FALSE,Illumina
392,SRR10246593,778,1193,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.7,0,0,0,0.1,1,1,1,0.06,0,0.7,TRUE,FALSE,Illumina
393,SRR10246594,779,1193,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.7,0,0,0,0.1,1,1,1,0.06,0,0.7,TRUE,FALSE,Illumina
394,SRR10246595,778,1192,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.7,0,0,0,0.1,1,1,1,0.06,0,0.7,TRUE,FALSE,Illumina
395,SRR10246596,776,1191,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.7,0,0,0,0.1,1,1,1,0.06,0,0.7,TRUE,FALSE,Illumina
396,SRR10246597,776,1189,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.7,0,0,0,0.1,1,1,1,0.06,0,0.7,TRUE,FALSE,Illumina
397,SRR10246598,778,1192,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.7,0,0,0,0.1,1,1,1,0.06,0,0.7,TRUE,FALSE,Illumina
398,SRR10246599,778,1192,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.7,0,0,0,0.1,1,1,1,0.06,0,0.7,TRUE,FALSE,Illumina
399,SRR10246600,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
400,SRR10246601,777,1192,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.7,0,0,0,0.1,1,1,1,0.06,0,0.7,TRUE,FALSE,Illumina
401,SRR10246602,778,1193,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.7,0,0,0,0.1,1,1,1,0.06,0,0.7,TRUE,FALSE,Illumina
402,SRR10246603,777,1191,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.7,0,0,0,0.1,1,1,1,0.06,0,0.7,TRUE,FALSE,Illumina
403,SRR10246604,778,1192,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.7,0,0,0,0.1,1,1,1,0.06,0,0.7,TRUE,FALSE,Illumina
404,SRR10246605,778,1192,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.7,0,0,0,0.1,1,1,1,0.06,0,0.7,TRUE,FALSE,Illumina
405,SRR10246606,779,1192,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.7,0,0,0,0.1,1,1,1,0.06,0,0.7,TRUE,FALSE,Illumina
406,SRR10246607,778,1193,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.7,0,0,0,0.1,1,1,1,0.06,0,0.7,TRUE,FALSE,Illumina
407,SRR10246608,777,1193,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.7,0,0,0,0.1,1,1,1,0.06,0,0.7,TRUE,FALSE,Illumina
408,SRR10246609,777,1191,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.7,0,0,0,0.1,1,1,1,0.06,0,0.7,TRUE,FALSE,Illumina
409,SRR10246610,777,1193,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.7,0,0,0,0.1,1,1,1,0.06,0,0.7,TRUE,FALSE,Illumina
410,SRR10246611,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
411,SRR10246612,778,1193,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.7,0,0,0,0.1,1,1,1,0.06,0,0.7,TRUE,FALSE,Illumina
412,SRR10246613,778,1193,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.7,0,0,0,0.1,1,1,1,0.06,0,0.7,TRUE,FALSE,Illumina
413,SRR10246614,778,1192,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.7,0,0,0,0.1,1,1,1,0.06,0,0.7,TRUE,FALSE,Illumina
414,SRR10246615,778,1192,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.7,0,0,0,0.1,1,1,1,0.06,0,0.7,TRUE,FALSE,Illumina
415,SRR10246616,778,1192,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.7,0,0,0,0.1,1,1,1,0.06,0,0.7,TRUE,FALSE,Illumina
416,SRR10246617,778,1193,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.7,0,0,0,0.1,1,1,1,0.06,0,0.7,TRUE,FALSE,Illumina
417,SRR10246618,778,1192,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.7,0,0,0,0.1,1,1,1,0.06,0,0.7,TRUE,FALSE,Illumina
418,SRR10246619,778,1192,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.7,0,0,0,0.1,1,1,1,0.06,0,0.7,TRUE,FALSE,Illumina
419,SRR10246620,778,1192,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.7,0,0,0,0.1,1,1,1,0.06,0,0.7,TRUE,FALSE,Illumina
420,SRR10246621,778,1192,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.7,0,0,0,0.1,1,1,1,0.06,0,0.7,TRUE,FALSE,Illumina
421,SRR10246622,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
422,SRR10246624,777,1191,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.7,0,0,0,0.1,1,1,1,0.06,0,0.7,TRUE,FALSE,Illumina
423,SRR10246625,777,1192,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.7,0,0,0,0.1,1,1,1,0.06,0,0.7,TRUE,FALSE,Illumina
424,SRR10246626,777,1192,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.7,0,0,0,0.1,1,1,1,0.06,0,0.7,TRUE,FALSE,Illumina
425,SRR10246627,778,1193,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.7,0,0,0,0.1,1,1,1,0.06,0,0.7,TRUE,FALSE,Illumina
426,SRR10246628,778,1193,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.7,0,0,0,0.1,1,1,1,0.06,0,0.7,TRUE,FALSE,Illumina
427,SRR10246629,777,1193,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.7,0,0,0,0.1,1,1,1,0.06,0,0.7,TRUE,FALSE,Illumina
428,SRR10246630,777,1193,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.7,0,0,0,0.1,1,1,1,0.06,0,0.7,TRUE,FALSE,Illumina
429,SRR10246631,778,1191,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.7,0,0,0,0.1,1,1,1,0.06,0,0.7,TRUE,FALSE,Illumina
430,SRR10246632,777,1193,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.7,0,0,0,0.1,1,1,1,0.06,0,0.7,TRUE,FALSE,Illumina
431,SRR10246633,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
432,SRR10246634,777,1193,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.7,0,0,0,0.1,1,1,1,0.06,0,0.7,TRUE,FALSE,Illumina
433,SRR10246635,777,1193,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.7,0,0,0,0.1,1,1,1,0.06,0,0.7,TRUE,FALSE,Illumina
434,SRR10246636,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
435,SRR10246637,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
436,SRR10246638,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
437,SRR10246639,783,1071,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
438,SRR10246640,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
439,SRR10246641,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
440,SRR10246642,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
